,geography,geographic_area_name,occupied_housing_units,occupied_housing_units_moe,median_monthly_costs_occupied_units,median_monthly_costs_occupied_units_moe,occupied_units_percentage,occupied_units_percentage_moe,owner_occupied_units,owner_occupied_units_moe,median_monthly_costs_owner_occupied,median_monthly_costs_owner_occupied_moe,owner_occupied_units_percentage,owner_occupied_units_percentage_moe,median_monthly_costs_owner_percentage,median_monthly_costs_owner_percentage_moe,renter_occupied_units,renter_occupied_units_moe,no_cash_rent_renter_units,no_cash_rent_renter_units_moe,median_monthly_costs_renter_units,median_monthly_costs_renter_units_moe,renter_occupied_units_percentage,renter_occupied_units_percentage_moe,median_monthly_costs_renter_percentage,median_monthly_costs_renter_percentage_moe
0,1400000US12001000201,Census Tract 2.01; Alachua County; Florida,1960,365,878,113,1960,365,151,78,612,343,151,78,612,343,1809,362,40,52,893,184,1809,362,893,184
312,1400000US13051010806,Census Tract 108.06; Chatham County; Georgia,2675,350,1367,110,2675,350,1157,292,1478,165,1157,292,1478,165,1518,310,35,53,1268,156,1518,310,1268,156
313,1400000US13051010807,Census Tract 108.07; Chatham County; Georgia,2227,270,1524,100,2227,270,1571,274,1518,177,1571,274,1518,177,656,160,18,28,1549,173,656,160,1549,173
314,1400000US13051010810,Census Tract 108.10; Chatham County; Georgia,1888,382,1463,285,1888,382,1206,299,1226,526,1206,299,1226,526,682,392,5,18,1705,160,682,392,1705,160
315,1400000US13051010811,Census Tract 108.11; Chatham County; Georgia,1866,356,1292,159,1866,356,1375,305,1211,168,1375,305,1211,168,491,191,0,14,1426,181,491,191,1426,181
316,1400000US13051010812,Census Tract 108.12; Chatham County; Georgia,1784,327,1774,192,1784,327,1603,360,1664,210,1603,360,1664,210,181,138,0,14,2503,802,181,138,2503,802
317,1400000US13051010813,Census Tract 108.13; Chatham County; Georgia,2330,480,1228,219,2330,480,1215,433,743,186,1215,433,743,186,1115,334,0,20,1350,85,1115,334,1350,85
318,1400000US13051010814,Census Tract 108.14; Chatham County; Georgia,1698,246,1388,107,1698,246,1178,238,1399,144,1178,238,1399,144,520,168,50,84,1369,173,520,168,1369,173
319,1400000US13051010815,Census Tract 108.15; Chatham County; Georgia,1050,154,1087,398,1050,154,780,163,1129,371,780,163,1129,371,270,172,26,34,-,**,270,172,-,**
320,1400000US13051010816,Census Tract 108.16; Chatham County; Georgia,897,132,1287,126,897,132,401,106,1326,129,401,106,1326,129,496,150,77,111,1214,168,496,150,1214,168
321,1400000US13051010817,Census Tract 108.17; Chatham County; Georgia,1281,206,1484,209,1281,206,1106,203,1371,256,1106,203,1371,256,175,156,14,24,1919,269,175,156,1919,269
322,1400000US13051010818,Census Tract 108.18; Chatham County; Georgia,719,166,1022,302,719,166,458,64,639,541,458,64,639,541,261,176,7,13,1080,93,261,176,1080,93
323,1400000US13051010819,Census Tract 108.19; Chatham County; Georgia,1248,152,1662,157,1248,152,861,159,1490,177,861,159,1490,177,387,166,74,74,1818,94,387,166,1818,94
324,1400000US13051010820,Census Tract 108.20; Chatham County; Georgia,1189,188,1596,48,1189,188,327,125,-,**,327,125,-,**,862,189,0,14,1661,66,862,189,1661,66
325,1400000US13051010821,Census Tract 108.21; Chatham County; Georgia,728,163,887,220,728,163,689,169,910,285,689,169,910,285,39,37,4,6,822,429,39,37,822,429
326,1400000US13051010901,Census Tract 109.01; Chatham County; Georgia,1876,238,1101,50,1876,238,715,170,836,287,715,170,836,287,1161,245,0,14,1148,62,1161,245,1148,62
327,1400000US13051011004,Census Tract 110.04; Chatham County; Georgia,1417,233,2028,437,1417,233,1379,230,2044,396,1379,230,2044,396,38,31,22,24,-,**,38,31,-,**
328,1400000US13051011005,Census Tract 110.05; Chatham County; Georgia,2564,408,2112,609,2564,408,2484,411,2102,644,2484,411,2102,644,80,56,0,20,"3,500+",***,80,56,"3,500+",***
329,1400000US13051011006,Census Tract 110.06; Chatham County; Georgia,1967,157,1724,322,1967,157,1705,167,1681,301,1705,167,1681,301,262,83,19,21,2174,1165,262,83,2174,1165
330,1400000US13051011007,Census Tract 110.07; Chatham County; Georgia,1063,314,2137,744,1063,314,877,324,2371,517,877,324,2371,517,186,103,0,14,1145,292,186,103,1145,292
331,1400000US13051011008,Census Tract 110.08; Chatham County; Georgia,1456,121,1382,184,1456,121,1048,197,1241,254,1048,197,1241,254,408,160,0,14,1668,93,408,160,1668,93
332,1400000US13051011104,Census Tract 111.04; Chatham County; Georgia,2314,170,1489,131,2314,170,1728,240,1309,211,1728,240,1309,211,586,197,0,20,1722,125,586,197,1722,125
333,1400000US13051011107,Census Tract 111.07; Chatham County; Georgia,1374,153,1635,107,1374,153,1255,131,1608,141,1255,131,1608,141,119,104,20,27,1798,93,119,104,1798,93
334,1400000US13051011108,Census Tract 111.08; Chatham County; Georgia,1064,98,1880,78,1064,98,966,115,1887,94,966,115,1887,94,98,52,0,14,1755,217,98,52,1755,217
335,1400000US13051011110,Census Tract 111.10; Chatham County; Georgia,762,166,1410,659,762,166,732,170,1443,645,732,170,1443,645,30,30,16,24,-,**,30,30,-,**
336,1400000US13051011111,Census Tract 111.11; Chatham County; Georgia,815,145,1040,408,815,145,695,149,975,381,695,149,975,381,120,68,9,15,1518,697,120,68,1518,697
337,1400000US13051011112,Census Tract 111.12; Chatham County; Georgia,1436,188,1363,84,1436,188,899,142,1394,198,899,142,1394,198,537,208,0,14,1346,78,537,208,1346,78
338,1400000US13051011113,Census Tract 111.13; Chatham County; Georgia,1436,273,1878,437,1436,273,1292,273,1739,611,1292,273,1739,611,144,80,7,13,2055,446,144,80,2055,446
339,1400000US13051011114,Census Tract 111.14; Chatham County; Georgia,902,208,1609,63,902,208,623,185,1640,105,623,185,1640,105,279,143,0,14,1625,147,279,143,1625,147
340,1400000US13051011115,Census Tract 111.15; Chatham County; Georgia,1210,136,1644,118,1210,136,763,144,2096,971,763,144,2096,971,447,129,0,14,1546,254,447,129,1546,254
341,1400000US13051011200,Census Tract 112; Chatham County; Georgia,862,122,1904,245,862,122,397,75,2877,451,397,75,2877,451,465,112,43,42,1599,229,465,112,1599,229
342,1400000US13051011300,Census Tract 113; Chatham County; Georgia,987,160,1443,191,987,160,237,135,2167,237,237,135,2167,237,750,115,52,38,1327,164,750,115,1327,164
343,1400000US13051011400,Census Tract 114; Chatham County; Georgia,997,186,1248,151,997,186,345,146,1216,376,345,146,1216,376,652,163,0,14,1292,193,652,163,1292,193
344,1400000US13051011500,Census Tract 115; Chatham County; Georgia,1107,178,1612,270,1107,178,942,200,1739,508,942,200,1739,508,165,86,7,12,1567,480,165,86,1567,480
345,1400000US13051011600,Census Tract 116; Chatham County; Georgia,686,150,885,72,686,150,287,58,939,352,287,58,939,352,399,157,76,69,872,47,399,157,872,47
346,1400000US13051011700,Census Tract 117; Chatham County; Georgia,1014,139,1573,315,1014,139,259,81,1644,1149,259,81,1644,1149,755,137,44,40,1564,377,755,137,1564,377
347,1400000US13051011800,Census Tract 118; Chatham County; Georgia,750,120,1622,230,750,120,193,38,2520,986,193,38,2520,986,557,121,0,14,1540,476,557,121,1540,476
348,1400000US13051011900,Census Tract 119; Chatham County; Georgia,1191,131,1527,203,1191,131,492,130,2577,647,492,130,2577,647,699,101,0,14,962,266,699,101,962,266
349,1400000US13051980000,Census Tract 9800; Chatham County; Georgia,0,14,-,**,0,14,0,14,-,**,0,14,-,**,0,14,0,14,-,**,0,14,-,**
350,1400000US13051990000,Census Tract 9900; Chatham County; Georgia,0,14,-,**,0,14,0,14,-,**,0,14,-,**,0,14,0,14,-,**,0,14,-,**
351,1400000US13053020100,Census Tract 201; Chattahoochee County; Georgia,890,130,665,108,890,130,634,111,621,92,634,111,621,92,256,95,45,38,812,231,256,95,812,231
352,1400000US13053020201,Census Tract 202.01; Chattahoochee County; Georgia,128,68,1170,70,128,68,0,14,-,**,0,14,-,**,128,68,1,5,1170,70,128,68,1170,70
353,1400000US13053020203,Census Tract 202.03; Chattahoochee County; Georgia,388,116,1352,54,388,116,0,14,-,**,0,14,-,**,388,116,13,18,1352,54,388,116,1352,54
354,1400000US13053020205,Census Tract 202.05; Chattahoochee County; Georgia,625,181,1345,91,625,181,0,14,-,**,0,14,-,**,625,181,33,40,1345,91,625,181,1345,91
355,1400000US13053020206,Census Tract 202.06; Chattahoochee County; Georgia,0,14,-,**,0,14,0,14,-,**,0,14,-,**,0,14,0,14,-,**,0,14,-,**
356,1400000US13055010100,Census Tract 101; Chattooga County; Georgia,891,101,677,142,891,101,705,98,601,159,705,98,601,159,186,61,45,38,842,137,186,61,842,137
357,1400000US13055010201,Census Tract 102.01; Chattooga County; Georgia,1208,148,520,71,1208,148,914,142,451,49,914,142,451,49,294,98,16,27,681,195,294,98,681,195
358,1400000US13055010202,Census Tract 102.02; Chattooga County; Georgia,1179,124,549,165,1179,124,777,118,368,51,777,118,368,51,402,116,24,21,774,124,402,116,774,124
359,1400000US13055010300,Census Tract 103; Chattooga County; Georgia,1101,131,478,117,1101,131,800,129,357,96,800,129,357,96,301,122,89,78,781,311,301,122,781,311
360,1400000US13055010401,Census Tract 104.01; Chattooga County; Georgia,819,154,448,283,819,154,703,170,443,134,703,170,443,134,116,81,0,14,863,128,116,81,863,128
361,1400000US13055010402,Census Tract 104.02; Chattooga County; Georgia,1273,246,456,149,1273,246,592,183,443,173,592,183,443,173,681,242,0,14,486,303,681,242,486,303
362,1400000US13055010501,Census Tract 105.01; Chattooga County; Georgia,468,150,667,304,468,150,292,126,472,52,292,126,472,52,176,94,0,14,902,83,176,94,902,83
363,1400000US13055010502,Census Tract 105.02; Chattooga County; Georgia,1525,208,562,60,1525,208,800,131,443,68,800,131,443,68,725,181,51,57,599,53,725,181,599,53
364,1400000US13055010600,Census Tract 106; Chattooga County; Georgia,828,123,439,44,828,123,703,113,424,45,703,113,424,45,125,74,26,23,945,88,125,74,945,88
365,1400000US13057090101,Census Tract 901.01; Cherokee County; Georgia,1760,355,1437,250,1760,355,1532,216,1547,186,1532,216,1547,186,228,242,3,5,382,218,228,242,382,218
366,1400000US13057090102,Census Tract 901.02; Cherokee County; Georgia,1775,125,1778,330,1775,125,1590,166,1644,414,1590,166,1644,414,185,120,38,63,1785,108,185,120,1785,108
367,1400000US13057090103,Census Tract 901.03; Cherokee County; Georgia,882,107,1369,114,882,107,717,115,1352,155,717,115,1352,155,165,86,0,14,1412,186,165,86,1412,186
368,1400000US13057090201,Census Tract 902.01; Cherokee County; Georgia,841,141,1129,152,841,141,641,78,1255,402,641,78,1255,402,200,135,0,14,1076,189,200,135,1076,189
369,1400000US13057090202,Census Tract 902.02; Cherokee County; Georgia,2439,296,1483,273,2439,296,2136,313,1457,306,2136,313,1457,306,303,160,21,32,1630,428,303,160,1630,428
370,1400000US13057090301,Census Tract 903.01; Cherokee County; Georgia,1875,299,2095,276,1875,299,1599,271,2075,343,1599,271,2075,343,276,185,32,52,2670,1902,276,185,2670,1902
371,1400000US13057090302,Census Tract 903.02; Cherokee County; Georgia,649,112,1351,259,649,112,550,132,1225,354,550,132,1225,354,99,85,0,14,1463,1026,99,85,1463,1026
372,1400000US13057090303,Census Tract 903.03; Cherokee County; Georgia,2799,327,1505,277,2799,327,2504,354,1405,298,2504,354,1405,298,295,168,0,20,1910,366,295,168,1910,366
373,1400000US13057090401,Census Tract 904.01; Cherokee County; Georgia,2500,436,1284,99,2500,436,358,197,1057,675,358,197,1057,675,2142,390,16,32,1330,101,2142,390,1330,101
374,1400000US13057090402,Census Tract 904.02; Cherokee County; Georgia,2385,283,1307,207,2385,283,1465,265,948,460,1465,265,948,460,920,215,147,128,1546,172,920,215,1546,172
375,1400000US13057090503,Census Tract 905.03; Cherokee County; Georgia,1785,273,1663,410,1785,273,1773,273,1670,436,1773,273,1670,436,12,19,0,14,-,**,12,19,-,**
376,1400000US13057090504,Census Tract 905.04; Cherokee County; Georgia,1747,348,1590,752,1747,348,1665,332,1565,756,1665,332,1565,756,82,82,0,20,-,**,82,82,-,**
377,1400000US13057090505,Census Tract 905.05; Cherokee County; Georgia,1719,112,1894,175,1719,112,1615,148,1887,239,1615,148,1887,239,104,116,0,20,1817,249,104,116,1817,249
378,1400000US13057090506,Census Tract 905.06; Cherokee County; Georgia,1569,155,1639,233,1569,155,1474,181,1694,254,1474,181,1694,254,95,74,16,24,824,284,95,74,824,284
379,1400000US13057090507,Census Tract 905.07; Cherokee County; Georgia,904,316,1478,1352,904,316,854,329,1404,1296,854,329,1404,1296,50,55,12,20,-,**,50,55,-,**
380,1400000US13057090603,Census Tract 906.03; Cherokee County; Georgia,1974,267,1651,205,1974,267,1818,279,1654,188,1818,279,1654,188,156,115,0,20,1547,501,156,115,1547,501
381,1400000US13057090604,Census Tract 906.04; Cherokee County; Georgia,1153,128,1162,340,1153,128,732,192,1063,577,732,192,1063,577,421,206,0,14,1266,436,421,206,1266,436
382,1400000US13057090605,Census Tract 906.05; Cherokee County; Georgia,1229,338,1239,279,1229,338,695,242,1072,612,695,242,1072,612,534,268,30,49,1502,480,534,268,1502,480
383,1400000US13057090606,Census Tract 906.06; Cherokee County; Georgia,1441,152,1383,129,1441,152,1007,163,1391,161,1007,163,1391,161,434,150,94,114,1360,304,434,150,1360,304
384,1400000US13057090703,Census Tract 907.03; Cherokee County; Georgia,2137,444,1315,142,2137,444,971,197,1137,631,971,197,1137,631,1166,381,6,19,1365,174,1166,381,1365,174
385,1400000US13057090704,Census Tract 907.04; Cherokee County; Georgia,1598,403,1543,195,1598,403,1123,295,1379,153,1123,295,1379,153,475,337,0,14,2171,238,475,337,2171,238
386,1400000US13057090705,Census Tract 907.05; Cherokee County; Georgia,1014,149,1309,211,1014,149,843,178,1299,275,843,178,1299,275,171,109,0,14,1334,1294,171,109,1334,1294
387,1400000US13057090706,Census Tract 907.06; Cherokee County; Georgia,1755,346,2126,278,1755,346,1492,353,1966,319,1492,353,1966,319,263,206,0,14,2355,251,263,206,2355,251
388,1400000US13057090707,Census Tract 907.07; Cherokee County; Georgia,1315,127,1516,170,1315,127,940,198,1417,246,940,198,1417,246,375,165,0,14,1832,314,375,165,1832,314
389,1400000US13057090708,Census Tract 907.08; Cherokee County; Georgia,2026,388,1739,483,2026,388,1024,219,1858,782,1024,219,1858,782,1002,410,67,91,1714,503,1002,410,1714,503
390,1400000US13057090709,Census Tract 907.09; Cherokee County; Georgia,944,138,1850,196,944,138,611,264,1814,545,611,264,1814,545,333,253,118,156,1754,11,333,253,1754,11
391,1400000US13057090710,Census Tract 907.10; Cherokee County; Georgia,1341,261,2396,240,1341,261,1247,290,2451,239,1247,290,2451,239,94,112,0,14,-,**,94,112,-,**
392,1400000US13057090805,Census Tract 908.05; Cherokee County; Georgia,1710,155,1198,318,1710,155,1632,147,1211,297,1632,147,1211,297,78,73,23,28,-,**,78,73,-,**
393,1400000US13057090806,Census Tract 908.06; Cherokee County; Georgia,1747,240,1262,335,1747,240,1708,242,1222,366,1708,242,1222,366,39,42,0,14,-,**,39,42,-,**
394,1400000US13057090807,Census Tract 908.07; Cherokee County; Georgia,2596,337,2010,165,2596,337,2368,352,2020,176,2368,352,2020,176,228,108,0,20,1829,694,228,108,1829,694
395,1400000US13057090808,Census Tract 908.08; Cherokee County; Georgia,2094,362,1757,414,2094,362,1956,365,1821,441,1956,365,1821,441,138,93,31,39,1236,1067,138,93,1236,1067
396,1400000US13057090809,Census Tract 908.09; Cherokee County; Georgia,1545,138,1510,215,1545,138,1371,160,1468,206,1371,160,1468,206,174,92,45,45,1714,285,174,92,1714,285
397,1400000US13057090810,Census Tract 908.10; Cherokee County; Georgia,1493,239,2093,395,1493,239,1378,252,2106,444,1378,252,2106,444,115,84,20,36,2043,554,115,84,2043,554
398,1400000US13057090905,Census Tract 909.05; Cherokee County; Georgia,2213,286,1476,99,2213,286,1400,208,1292,175,1400,208,1292,175,813,214,0,14,1625,106,813,214,1625,106
399,1400000US13057090906,Census Tract 909.06; Cherokee County; Georgia,2337,330,1846,348,2337,330,2210,341,1808,401,2210,341,1808,401,127,98,31,46,-,**,127,98,-,**
400,1400000US13057090907,Census Tract 909.07; Cherokee County; Georgia,1782,170,1382,100,1782,170,1568,208,1340,105,1568,208,1340,105,214,108,29,49,1740,84,214,108,1740,84
401,1400000US13057090908,Census Tract 909.08; Cherokee County; Georgia,2310,363,1863,223,2310,363,1899,383,1776,540,1899,383,1776,540,411,203,0,20,2344,322,411,203,2344,322
402,1400000US13057090909,Census Tract 909.09; Cherokee County; Georgia,2223,308,1574,243,2223,308,1291,207,1826,245,1291,207,1826,245,932,230,0,20,1409,91,932,230,1409,91
403,1400000US13057090910,Census Tract 909.10; Cherokee County; Georgia,1623,228,1557,293,1623,228,1451,237,1730,370,1451,237,1730,370,172,111,0,14,890,519,172,111,890,519
404,1400000US13057090911,Census Tract 909.11; Cherokee County; Georgia,1690,209,1288,149,1690,209,1643,207,1269,156,1643,207,1269,156,47,45,0,14,1510,276,47,45,1510,276
405,1400000US13057090912,Census Tract 909.12; Cherokee County; Georgia,1501,299,1123,703,1501,299,1406,301,1103,756,1406,301,1103,756,95,72,0,14,1295,949,95,72,1295,949
406,1400000US13057091001,Census Tract 910.01; Cherokee County; Georgia,2371,275,1741,116,2371,275,987,173,1688,215,987,173,1688,215,1384,300,0,20,1736,82,1384,300,1736,82
407,1400000US13057091006,Census Tract 910.06; Cherokee County; Georgia,1647,170,1839,150,1647,170,1455,173,1792,192,1455,173,1792,192,192,76,0,14,1958,279,192,76,1958,279
408,1400000US13057091007,Census Tract 910.07; Cherokee County; Georgia,2738,434,1673,272,2738,434,2422,405,1546,321,2422,405,1546,321,316,231,45,51,2219,68,316,231,2219,68
409,1400000US13057091009,Census Tract 910.09; Cherokee County; Georgia,2270,245,1607,102,2270,245,1579,244,1664,298,1579,244,1664,298,691,263,22,27,1648,112,691,263,1648,112
410,1400000US13057091010,Census Tract 910.10; Cherokee County; Georgia,1024,142,2160,147,1024,142,1024,142,2160,147,1024,142,2160,147,0,14,0,14,-,**,0,14,-,**
411,1400000US13057091011,Census Tract 910.11; Cherokee County; Georgia,1762,391,1637,60,1762,391,960,157,1758,175,960,157,1758,175,802,386,0,14,1676,109,802,386,1676,109
412,1400000US13057091012,Census Tract 910.12; Cherokee County; Georgia,1538,185,1393,117,1538,185,944,161,1388,413,944,161,1388,413,594,150,15,23,1394,101,594,150,1394,101
413,1400000US13057091013,Census Tract 910.13; Cherokee County; Georgia,1908,381,1609,60,1908,381,846,208,1548,160,846,208,1548,160,1062,364,41,62,1710,75,1062,364,1710,75
414,1400000US13057091014,Census Tract 910.14; Cherokee County; Georgia,1743,266,1229,97,1743,266,1017,263,1237,149,1017,263,1237,149,726,204,0,14,1225,131,726,204,1225,131
415,1400000US13057091101,Census Tract 911.01; Cherokee County; Georgia,2383,320,1535,192,2383,320,2008,331,1463,158,2008,331,1463,158,375,130,86,88,1884,280,375,130,1884,280
416,1400000US13057091104,Census Tract 911.04; Cherokee County; Georgia,1901,168,1516,183,1901,168,1766,198,1540,150,1766,198,1540,150,135,88,32,39,1151,64,135,88,1151,64
417,1400000US13057091105,Census Tract 911.05; Cherokee County; Georgia,1554,245,1521,145,1554,245,1008,234,1407,145,1008,234,1407,145,546,208,0,20,1667,113,546,208,1667,113
418,1400000US13057091106,Census Tract 911.06; Cherokee County; Georgia,1700,192,1615,205,1700,192,1330,199,1461,208,1330,199,1461,208,370,217,0,20,2071,352,370,217,2071,352
419,1400000US13057091107,Census Tract 911.07; Cherokee County; Georgia,1467,284,1207,135,1467,284,1131,257,1128,140,1131,257,1128,140,336,212,0,14,1393,277,336,212,1393,277
420,1400000US13057091108,Census Tract 911.08; Cherokee County; Georgia,597,75,1530,216,597,75,414,117,1604,93,414,117,1604,93,183,98,25,42,1201,253,183,98,1201,253
421,1400000US13059000100,Census Tract 1; Clarke County; Georgia,1407,160,1202,144,1407,160,34,31,-,**,34,31,-,**,1373,161,16,29,1202,141,1373,161,1202,141
422,1400000US13059000401,Census Tract 4.01; Clarke County; Georgia,734,129,936,33,734,129,16,18,-,**,16,18,-,**,718,131,0,14,935,32,718,131,935,32
423,1400000US13059000402,Census Tract 4.02; Clarke County; Georgia,346,64,848,47,346,64,0,20,-,**,0,20,-,**,346,64,0,20,848,47,346,64,848,47
424,1400000US13059000600,Census Tract 6; Clarke County; Georgia,1237,273,908,144,1237,273,128,54,1125,208,128,54,1125,208,1109,281,0,14,879,144,1109,281,879,144
