,geography,geographic_area_name,families_number,families_number_moe,families_percent_distribution,families_percent_distribution_moe,families_median_income,families_median_income_moe
2213,1400000US13195020300,Census Tract 203; Madison County; Georgia,1119,205,1119,205,76625,18652
2214,1400000US13195020400,Census Tract 204; Madison County; Georgia,1648,239,1648,239,71742,6759
2215,1400000US13195020501,Census Tract 205.01; Madison County; Georgia,709,271,709,271,100123,34819
2216,1400000US13195020502,Census Tract 205.02; Madison County; Georgia,1485,260,1485,260,61932,23428
2217,1400000US13195020600,Census Tract 206; Madison County; Georgia,550,141,550,141,62679,16029
2218,1400000US13197920100,Census Tract 9201; Marion County; Georgia,1166,138,1166,138,65455,5839
2219,1400000US13197920200,Census Tract 9202; Marion County; Georgia,858,166,858,166,61979,6137
2220,1400000US13199970501,Census Tract 9705.01; Meriwether County; Georgia,757,116,757,116,51964,32593
2221,1400000US13199970502,Census Tract 9705.02; Meriwether County; Georgia,707,124,707,124,61806,11778
2222,1400000US13199970600,Census Tract 9706; Meriwether County; Georgia,840,172,840,172,57115,11497
2223,1400000US13199970701,Census Tract 9707.01; Meriwether County; Georgia,712,128,712,128,58875,11095
2224,1400000US13199970702,Census Tract 9707.02; Meriwether County; Georgia,1419,250,1419,250,67569,12008
2225,1400000US13199970801,Census Tract 9708.01; Meriwether County; Georgia,845,137,845,137,56336,15222
2226,1400000US13199970802,Census Tract 9708.02; Meriwether County; Georgia,509,101,509,101,74049,8926
2227,1400000US13201950100,Census Tract 9501; Miller County; Georgia,493,114,493,114,59432,22686
2228,1400000US13201950200,Census Tract 9502; Miller County; Georgia,423,92,423,92,55439,15600
2229,1400000US13201950300,Census Tract 9503; Miller County; Georgia,698,123,698,123,81977,10692
2230,1400000US13205090100,Census Tract 901; Mitchell County; Georgia,1072,188,1072,188,85388,33448
2231,1400000US13205090200,Census Tract 902; Mitchell County; Georgia,777,151,777,151,34039,12995
2232,1400000US13205090300,Census Tract 903; Mitchell County; Georgia,664,165,664,165,42500,30238
2233,1400000US13205090401,Census Tract 904.01; Mitchell County; Georgia,248,66,248,66,72826,45964
2234,1400000US13205090402,Census Tract 904.02; Mitchell County; Georgia,1016,259,1016,259,-,**
2235,1400000US13205090501,Census Tract 905.01; Mitchell County; Georgia,769,153,769,153,37028,15572
2236,1400000US13205090502,Census Tract 905.02; Mitchell County; Georgia,478,149,478,149,84091,29541
2237,1400000US13207050101,Census Tract 501.01; Monroe County; Georgia,1625,242,1625,242,101313,36365
2238,1400000US13207050102,Census Tract 501.02; Monroe County; Georgia,1022,191,1022,191,62464,20007
2239,1400000US13207050200,Census Tract 502; Monroe County; Georgia,1273,256,1273,256,64835,40767
2240,1400000US13207050301,Census Tract 503.01; Monroe County; Georgia,1627,257,1627,257,103355,14024
2241,1400000US13207050302,Census Tract 503.02; Monroe County; Georgia,1559,271,1559,271,122019,14082
2242,1400000US13209950100,Census Tract 9501; Montgomery County; Georgia,441,96,441,96,89886,22365
2243,1400000US13209950200,Census Tract 9502; Montgomery County; Georgia,1025,174,1025,174,45795,13796
2244,1400000US13209950300,Census Tract 9503; Montgomery County; Georgia,607,138,607,138,87768,14935
2245,1400000US13211010100,Census Tract 101; Morgan County; Georgia,966,126,966,126,96548,20616
2246,1400000US13211010200,Census Tract 102; Morgan County; Georgia,998,130,998,130,85833,25271
2247,1400000US13211010301,Census Tract 103.01; Morgan County; Georgia,1045,193,1045,193,92698,14506
2248,1400000US13211010302,Census Tract 103.02; Morgan County; Georgia,1087,156,1087,156,140515,47531
2249,1400000US13211010400,Census Tract 104; Morgan County; Georgia,1014,160,1014,160,92917,12688
2250,1400000US13211010500,Census Tract 105; Morgan County; Georgia,503,107,503,107,87228,25054
2251,1400000US13213010100,Census Tract 101; Murray County; Georgia,928,228,928,228,74209,12529
2252,1400000US13213010201,Census Tract 102.01; Murray County; Georgia,632,187,632,187,55887,20202
2253,1400000US13213010203,Census Tract 102.03; Murray County; Georgia,887,232,887,232,77746,19153
2254,1400000US13213010204,Census Tract 102.04; Murray County; Georgia,1450,201,1450,201,67629,12171
2255,1400000US13213010300,Census Tract 103; Murray County; Georgia,1207,242,1207,242,47604,17511
2256,1400000US13213010401,Census Tract 104.01; Murray County; Georgia,737,132,737,132,80074,6100
2257,1400000US13213010402,Census Tract 104.02; Murray County; Georgia,588,131,588,131,63846,6841
2258,1400000US13213010500,Census Tract 105; Murray County; Georgia,1646,192,1646,192,78889,8688
2259,1400000US13213010600,Census Tract 106; Murray County; Georgia,1201,222,1201,222,77327,12450
2260,1400000US13213010700,Census Tract 107; Murray County; Georgia,1663,357,1663,357,64028,12602
2261,1400000US13215000200,Census Tract 2; Muscogee County; Georgia,551,123,551,123,65650,28183
2262,1400000US13215000300,Census Tract 3; Muscogee County; Georgia,220,96,220,96,29861,4797
2263,1400000US13215000400,Census Tract 4; Muscogee County; Georgia,766,168,766,168,53973,16374
2264,1400000US13215000800,Census Tract 8; Muscogee County; Georgia,501,212,501,212,-,**
2265,1400000US13215000900,Census Tract 9; Muscogee County; Georgia,466,137,466,137,67292,11458
2266,1400000US13215001000,Census Tract 10; Muscogee County; Georgia,957,191,957,191,67280,16521
2267,1400000US13215001100,Census Tract 11; Muscogee County; Georgia,695,99,695,99,142019,34626
2268,1400000US13215001200,Census Tract 12; Muscogee County; Georgia,708,189,708,189,123438,70857
2269,1400000US13215001400,Census Tract 14; Muscogee County; Georgia,486,121,486,121,-,**
2270,1400000US13215001600,Census Tract 16; Muscogee County; Georgia,327,72,327,72,32463,7501
2271,1400000US13215001800,Census Tract 18; Muscogee County; Georgia,317,210,317,210,52232,39093
2272,1400000US13215002000,Census Tract 20; Muscogee County; Georgia,689,195,689,195,50208,39592
2273,1400000US13215002100,Census Tract 21; Muscogee County; Georgia,703,139,703,139,57255,13418
2274,1400000US13215002200,Census Tract 22; Muscogee County; Georgia,417,163,417,163,-,**
2275,1400000US13215002300,Census Tract 23; Muscogee County; Georgia,360,53,360,53,65556,45263
2276,1400000US13215002400,Census Tract 24; Muscogee County; Georgia,225,98,225,98,21513,16619
2277,1400000US13215002500,Census Tract 25; Muscogee County; Georgia,101,67,101,67,35865,8627
2278,1400000US13215002700,Census Tract 27; Muscogee County; Georgia,686,164,686,164,36576,12444
2279,1400000US13215002800,Census Tract 28; Muscogee County; Georgia,461,120,461,120,40996,6716
2280,1400000US13215002901,Census Tract 29.01; Muscogee County; Georgia,517,135,517,135,35993,6642
2281,1400000US13215002902,Census Tract 29.02; Muscogee County; Georgia,617,138,617,138,44338,18082
2282,1400000US13215003000,Census Tract 30; Muscogee County; Georgia,490,194,490,194,32700,15384
2283,1400000US13215003200,Census Tract 32; Muscogee County; Georgia,421,120,421,120,28450,10371
2284,1400000US13215003301,Census Tract 33.01; Muscogee County; Georgia,249,57,249,57,46510,34422
2285,1400000US13215003302,Census Tract 33.02; Muscogee County; Georgia,419,153,419,153,28191,8300
2286,1400000US13215003400,Census Tract 34; Muscogee County; Georgia,274,103,274,103,29000,13559
2287,1400000US13215010106,Census Tract 101.06; Muscogee County; Georgia,1500,240,1500,240,68211,29462
2288,1400000US13215010108,Census Tract 101.08; Muscogee County; Georgia,1337,255,1337,255,64159,27885
2289,1400000US13215010109,Census Tract 101.09; Muscogee County; Georgia,709,179,709,179,95074,30477
2290,1400000US13215010110,Census Tract 101.10; Muscogee County; Georgia,949,154,949,154,123542,84699
2291,1400000US13215010111,Census Tract 101.11; Muscogee County; Georgia,2143,248,2143,248,107163,18109
2292,1400000US13215010204,Census Tract 102.04; Muscogee County; Georgia,1927,374,1927,374,77926,25442
2293,1400000US13215010205,Census Tract 102.05; Muscogee County; Georgia,980,262,980,262,88594,16820
2294,1400000US13215010206,Census Tract 102.06; Muscogee County; Georgia,814,152,814,152,82348,25680
2295,1400000US13215010207,Census Tract 102.07; Muscogee County; Georgia,1267,293,1267,293,138413,31796
2296,1400000US13215010208,Census Tract 102.08; Muscogee County; Georgia,1422,268,1422,268,99121,16060
2297,1400000US13215010209,Census Tract 102.09; Muscogee County; Georgia,1168,212,1168,212,115227,31822
2298,1400000US13215010301,Census Tract 103.01; Muscogee County; Georgia,670,166,670,166,205956,53738
2299,1400000US13215010303,Census Tract 103.03; Muscogee County; Georgia,1379,194,1379,194,129583,53733
2300,1400000US13215010304,Census Tract 103.04; Muscogee County; Georgia,568,176,568,176,86864,11459
2301,1400000US13215010401,Census Tract 104.01; Muscogee County; Georgia,2097,377,2097,377,79718,20452
2302,1400000US13215010402,Census Tract 104.02; Muscogee County; Georgia,1147,224,1147,224,55417,13099
2303,1400000US13215010501,Census Tract 105.01; Muscogee County; Georgia,1718,275,1718,275,59215,3822
2304,1400000US13215010502,Census Tract 105.02; Muscogee County; Georgia,389,121,389,121,47355,21683
2305,1400000US13215010602,Census Tract 106.02; Muscogee County; Georgia,1219,256,1219,256,67292,19016
2306,1400000US13215010605,Census Tract 106.05; Muscogee County; Georgia,1080,222,1080,222,71300,28052
2307,1400000US13215010606,Census Tract 106.06; Muscogee County; Georgia,0,14,0,14,-,**
2308,1400000US13215010607,Census Tract 106.07; Muscogee County; Georgia,1225,199,1225,199,50877,10628
2309,1400000US13215010608,Census Tract 106.08; Muscogee County; Georgia,1198,140,1198,140,65833,16281
2310,1400000US13215010701,Census Tract 107.01; Muscogee County; Georgia,1750,389,1750,389,60323,32598
2311,1400000US13215010702,Census Tract 107.02; Muscogee County; Georgia,1588,303,1588,303,53873,8525
2312,1400000US13215010704,Census Tract 107.04; Muscogee County; Georgia,552,182,552,182,38750,32768
2313,1400000US13215010705,Census Tract 107.05; Muscogee County; Georgia,1038,178,1038,178,70500,13893
2314,1400000US13215010801,Census Tract 108.01; Muscogee County; Georgia,502,98,502,98,78125,40115
2315,1400000US13215010802,Census Tract 108.02; Muscogee County; Georgia,1314,183,1314,183,71990,2378
2316,1400000US13215011100,Census Tract 111; Muscogee County; Georgia,235,88,235,88,76719,36427
2317,1400000US13215011200,Census Tract 112; Muscogee County; Georgia,273,81,273,81,67014,19811
2318,1400000US13215011400,Census Tract 114; Muscogee County; Georgia,457,152,457,152,32266,16653
2319,1400000US13215011500,Census Tract 115; Muscogee County; Georgia,1179,166,1179,166,35208,11433
2320,1400000US13217100101,Census Tract 1001.01; Newton County; Georgia,1428,202,1428,202,76618,17486
2321,1400000US13217100102,Census Tract 1001.02; Newton County; Georgia,1335,171,1335,171,107526,25492
2322,1400000US13217100202,Census Tract 1002.02; Newton County; Georgia,1879,288,1879,288,98613,14539
2323,1400000US13217100203,Census Tract 1002.03; Newton County; Georgia,774,113,774,113,87583,31072
2324,1400000US13217100204,Census Tract 1002.04; Newton County; Georgia,1034,260,1034,260,96207,25156
2325,1400000US13217100301,Census Tract 1003.01; Newton County; Georgia,1781,298,1781,298,85412,20760
2326,1400000US13217100302,Census Tract 1003.02; Newton County; Georgia,1073,201,1073,201,87930,48512
2327,1400000US13217100400,Census Tract 1004; Newton County; Georgia,628,125,628,125,57273,20506
2328,1400000US13217100503,Census Tract 1005.03; Newton County; Georgia,1773,403,1773,403,69023,4127
2329,1400000US13217100504,Census Tract 1005.04; Newton County; Georgia,1350,443,1350,443,46773,10672
2330,1400000US13217100505,Census Tract 1005.05; Newton County; Georgia,1175,235,1175,235,89654,24165
2331,1400000US13217100506,Census Tract 1005.06; Newton County; Georgia,948,236,948,236,67174,8862
2332,1400000US13217100507,Census Tract 1005.07; Newton County; Georgia,1344,292,1344,292,77247,14127
2333,1400000US13217100600,Census Tract 1006; Newton County; Georgia,1538,260,1538,260,66591,19724
2334,1400000US13217100701,Census Tract 1007.01; Newton County; Georgia,1061,316,1061,316,31086,26926
2335,1400000US13217100702,Census Tract 1007.02; Newton County; Georgia,1054,290,1054,290,57067,17680
2336,1400000US13217100801,Census Tract 1008.01; Newton County; Georgia,1584,271,1584,271,64130,5341
2337,1400000US13217100802,Census Tract 1008.02; Newton County; Georgia,1345,265,1345,265,66237,23473
2338,1400000US13217100902,Census Tract 1009.02; Newton County; Georgia,1559,285,1559,285,69090,10035
2339,1400000US13217100903,Census Tract 1009.03; Newton County; Georgia,1684,399,1684,399,62298,39746
2340,1400000US13217100904,Census Tract 1009.04; Newton County; Georgia,1742,251,1742,251,93194,35750
2341,1400000US13217100905,Census Tract 1009.05; Newton County; Georgia,1251,213,1251,213,83791,19059
2342,1400000US13219030101,Census Tract 301.01; Oconee County; Georgia,387,135,387,135,107589,44280
2343,1400000US13219030102,Census Tract 301.02; Oconee County; Georgia,561,76,561,76,148719,23713
2344,1400000US13219030103,Census Tract 301.03; Oconee County; Georgia,745,139,745,139,145417,54387
2345,1400000US13219030104,Census Tract 301.04; Oconee County; Georgia,2291,376,2291,376,152689,16686
2346,1400000US13219030201,Census Tract 302.01; Oconee County; Georgia,1162,289,1162,289,150536,62834
2347,1400000US13219030202,Census Tract 302.02; Oconee County; Georgia,946,146,946,146,136439,52699
2348,1400000US13219030300,Census Tract 303; Oconee County; Georgia,2004,205,2004,205,133469,14814
2349,1400000US13219030401,Census Tract 304.01; Oconee County; Georgia,516,153,516,153,98000,27435
2350,1400000US13219030402,Census Tract 304.02; Oconee County; Georgia,1531,134,1531,134,98403,30104
2351,1400000US13219030500,Census Tract 305; Oconee County; Georgia,697,184,697,184,133750,27560
2352,1400000US13219030600,Census Tract 306; Oconee County; Georgia,1029,103,1029,103,128025,9250
2353,1400000US13221960100,Census Tract 9601; Oglethorpe County; Georgia,428,91,428,91,87500,20536
2354,1400000US13221960203,Census Tract 9602.03; Oglethorpe County; Georgia,773,129,773,129,81518,15487
2355,1400000US13221960204,Census Tract 9602.04; Oglethorpe County; Georgia,798,148,798,148,81061,8167
2356,1400000US13221960205,Census Tract 9602.05; Oglethorpe County; Georgia,576,137,576,137,79722,36675
2357,1400000US13221960206,Census Tract 9602.06; Oglethorpe County; Georgia,691,112,691,112,70128,14920
2358,1400000US13221960300,Census Tract 9603; Oglethorpe County; Georgia,455,111,455,111,93250,32705
2359,1400000US13223120104,Census Tract 1201.04; Paulding County; Georgia,876,128,876,128,94815,23901
2360,1400000US13223120105,Census Tract 1201.05; Paulding County; Georgia,2080,374,2080,374,142308,32008
2361,1400000US13223120106,Census Tract 1201.06; Paulding County; Georgia,584,126,584,126,112143,48603
2362,1400000US13223120107,Census Tract 1201.07; Paulding County; Georgia,2286,394,2286,394,109467,41862
2363,1400000US13223120108,Census Tract 1201.08; Paulding County; Georgia,2449,305,2449,305,115424,15082
2364,1400000US13223120109,Census Tract 1201.09; Paulding County; Georgia,1821,379,1821,379,138076,23939
2365,1400000US13223120110,Census Tract 1201.10; Paulding County; Georgia,2147,317,2147,317,134867,25504
2366,1400000US13223120111,Census Tract 1201.11; Paulding County; Georgia,2118,412,2118,412,132414,16291
2367,1400000US13223120203,Census Tract 1202.03; Paulding County; Georgia,1412,180,1412,180,100909,34391
2368,1400000US13223120205,Census Tract 1202.05; Paulding County; Georgia,1394,258,1394,258,123611,29140
2369,1400000US13223120206,Census Tract 1202.06; Paulding County; Georgia,907,186,907,186,69214,11894
2370,1400000US13223120207,Census Tract 1202.07; Paulding County; Georgia,807,115,807,115,94872,7798
2371,1400000US13223120208,Census Tract 1202.08; Paulding County; Georgia,1060,217,1060,217,104444,21680
2372,1400000US13223120301,Census Tract 1203.01; Paulding County; Georgia,1831,312,1831,312,86632,8192
2373,1400000US13223120303,Census Tract 1203.03; Paulding County; Georgia,521,125,521,125,69883,9803
2374,1400000US13223120304,Census Tract 1203.04; Paulding County; Georgia,542,158,542,158,59846,19383
2375,1400000US13223120305,Census Tract 1203.05; Paulding County; Georgia,573,175,573,175,72708,9726
2376,1400000US13223120306,Census Tract 1203.06; Paulding County; Georgia,967,178,967,178,72124,43502
